Metabolite	Query_protein	Protein_name	Gene_ID	Uniprot_ID	Protein_complex	log2_abundance	log2_abundance_corrected	met_mean (model comparison)	met_sd (model comparison)	p_value	q_value	Common_metabolite_name	MIDAS_ID	Pool	KEGG_ID_metabolite	HMDB_ID_metabolite	SMILES_metabolite
Isomaltose	ALDOAconc	Fructose-bisphosphate aldolase A	ALDOA	P04075		0.091426223	0.358231049	0.008679312	0.121709747	0.004078687	0.07229714	Isomaltose	CNC_41	1	C00252	HMDB02923	OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
Sucrose	ALDOAconc	Fructose-bisphosphate aldolase A	ALDOA	P04075		0.091426223	0.358231049	0.008679312	0.121709747	0.004078687	0.07229714	Sucrose	S_3	1	C00089	HMDB00258	OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
5-Methoxy-3-indoleacetic acid	PGAM1	Phosphoglycerate mutase 1	PGAM1	 P18669		0.450371721	0.558033866	0.067785991	0.170828532	0.004106999	0.072716791	5-Methoxyindoleacetate	M_8	1	C05660	HMDB04096	COC1=CC2=C(NC=C2CC(O)=O)C=C1
Thymine	IDH3AB	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial"	IDH3A; IDH3B	P50213; O43837	AB	-0.686478396	0.235022385	0.001833552	0.081302358	0.004128561	0.073009542	Thymine	T_4	2	C00178	HMDB00262	CC1=CNC(=O)NC1=O
NADH	E3	"Dihydrolipoyl dehydrogenase, mitochondrial"	DLD	P09622	?	-5.022485236	-3.301350781	0.149863371	1.203656214	0.004140222	0.073104497	NADH	CNC_101	4	C00004	HMDB01487	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O
Ethylmalonic acid	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.140071125	0.260431954	-0.029497991	0.101140211	0.004148887	0.073190752	Ethylmalonic acid	CNC_156	3		HMDB00622	CCC(C(O)=O)C(O)=O
Glutaric acid	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.140071125	0.260431954	-0.029497991	0.101140211	0.004148887	0.073190752	Glutaric acid	CNC_5	3	C00489	HMDB00661	OC(=O)CCCC(O)=O
D-Glyceraldehyde 3-phosphate	PGK1	Phosphoglycerate kinase 1	PGK1	P00558		-0.890906445	-0.419392316	0.016041581	0.151934391	0.004157813	0.073281448	D-Glyceraldehyde 3-phosphate	20C_4	3	C00118	HMDB01112	OC(COP(O)(O)=O)C=O
Glycerone phosphate	PGK1	Phosphoglycerate kinase 1	PGK1	P00558		-0.890906445	-0.419392316	0.016041581	0.151934391	0.004157813	0.073281448	Dihydroxyacetone phosphate	20C_60	3	 C00111	HMDB01473	OCC(=O)COP(O)(O)=O
Nicotinamide adenine dinucleotide	IDH3AG	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3G	P50213; P51553	AG	0.266190802	0.553229574	0.002021432	0.192595868	0.004209854	0.074040169	NAD	20C_70	2	 C00003	HMDB00902	NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O
L-Valine	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.105106356	0.224187651	-0.03155346	0.089373383	0.004216538	0.0741141	L-Valine	V_1	3	C00183	HMDB00883	CC(C)[C@H](N)C(O)=O
L-Fucose	PYK	Pyruvate kinase PKLR	PKLR	P30613		-1.752703407	-0.493192933	0.002614944	0.173330622	0.004230072	0.074329499	L-Fucose	F_3	2	C01019	HMDB00174	C[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O
D-Sedoheptulose 7-phosphate	IDH3A2BG	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	0.279234011	0.373057578	-0.045031132	0.146182904	0.004235898	0.074386877	D-Sedoheptulose 7-phosphate	20C_63	4	C05382	HMDB01068	OCC1(O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H](O)[C@@H]1O
L-Histidine	IDH3AB	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial"	IDH3A; IDH3B	P50213; O43837	AB	-1.133170039	-0.24741792	-0.007837972	0.083771019	0.004237234	0.074387848	L-Histidine	H_6	1	C00135	HMDB00177	N[C@@H](CC1=CNC=N1)C(O)=O
L-Kynurenine	IDH3AG	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3G	P50213; P51553	AG	-1.101207324	-0.211309006	0.027183188	0.083427193	0.004253989	0.074614351	L-Kynurenine	CNC_165	1	C00328	HMDB00684	N[C@@H](CC(=O)C1=CC=CC=C1N)C(O)=O
Crotonoyl coenzyme A	LDHB	L-lactate dehydrogenase B chain	LDHB	P07195		-4.051601262	-3.248989729	0.124220813	1.180869364	0.004282746	0.075050771	Crotonoyl-CoA	20C_42	2	C00877	HMDB02009	C\C=C\C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12
Glutathione disulfide	E2	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-1.506316106	1.201771528	0.135602568	0.373513526	0.004311386	0.075461596	Oxidized glutathione	4C_29	4	C00127	HMDB03337	NC(CCC(=O)NC(CSSCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O
2-Deoxy-D-ribose	PGK1	Phosphoglycerate kinase 1	PGK1	P00558		-0.268076157	-0.315293301	0.031258467	0.121464009	0.004329185	0.075704699	Deoxyribose	D_1	2	C01801	HMDB03224	OC[C@@H]1O[C@H](O)C[C@H]1O
S-(5-Adenosyl)-L-homocysteine	PHGDH	D-3-phosphoglycerate dehydrogenase	PHGDH	O43175		-0.536389267	-1.105540279	0.17036876	0.447333413	0.004341024	0.075888884	S-Adenosylhomocysteine	CNC_203	1	C00021	HMDB00939	N[C@@H](CCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=CN=C12)C(O)=O
N-Acetyl-L-aspartate	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.517868395	0.461844251	-0.02916492	0.172222926	0.004358069	0.076095264	N-Acetyl-L-aspartic acid	A_13	4	C01042	HMDB00812	CC(=O)N[C@@H](CC(O)=O)C(O)=O
Uridine 5-diphosphate	IDH3A2BG	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-0.117191816	0.5169431	0.032147738	0.170087104	0.004368117	0.076227148	Uridine 5'-diphosphate	CNC_25	4	C00015	HMDB00295	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O
Beta-alanine	PHGDH	D-3-phosphoglycerate dehydrogenase	PHGDH	O43175		-0.901215717	-0.216129208	0.002638218	0.076762217	0.004372799	0.076260776	Beta-Alanine	A_4	1	C00099	HMDB00056	NCCC(O)=O
L-Alanine	PHGDH	D-3-phosphoglycerate dehydrogenase	PHGDH	O43175		-0.901215717	-0.216129208	0.002638218	0.076762217	0.004372799	0.076260776	L-Alanine	A_9	1	C00041	HMDB00161	C[C@H](N)C(O)=O
4-Imidazoleacrylic acid	E3	"Dihydrolipoyl dehydrogenase, mitochondrial"	DLD	P09622	?	-1.376601093	-0.24164187	0.030842168	0.095624298	0.004378426	0.076282462	Urocanic acid	I_6	1	C00785	HMDB00301	OC(=O)\C=C\C1=CNC=N1
2-Deoxy-D-ribose	FBPase-L	"Fructose-1,6-bisphosphatase 1"	FBP1	P09467		-1.446351203	-0.314571225	0.031258467	0.121464009	0.004410865	0.076717353	Deoxyribose	D_1	2	C01801	HMDB03224	OC[C@@H]1O[C@H](O)C[C@H]1O
4-Phenylbutanoic acid	GCK	Hexokinase-4	GCK	P35557		-0.462108903	-0.344477377	-0.006279355	0.118790101	0.004413032	0.076732077	Benzenebutanoic acid	CNC_147	4		HMDB00543	OC(=O)CCCC1=CC=CC=C1
Adenylosuccinic acid	ALDOCconc	Fructose-bisphosphate aldolase C	ALDOC	P09972		-0.065203053	0.712191035	0.151830451	0.196948334	0.004438129	0.077076177	Adenylsuccinic acid	CNC_124	3	C03794	HMDB00536	O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CN=C2NC(CC(O)=O)C(O)=O
L-Alloisoleucine	PHGDH	D-3-phosphoglycerate dehydrogenase	PHGDH	O43175		-1.305522663	-0.284435848	-0.026383955	0.090725127	0.00445054	0.077199399	L-Alloisoleucine	CNC_171	1		HMDB00557	CC[C@@H](C)[C@H](N)C(O)=O
L-Isoleucine	PHGDH	D-3-phosphoglycerate dehydrogenase	PHGDH	O43175		-1.305522663	-0.284435848	-0.026383955	0.090725127	0.00445054	0.077199399	L-Isoleucine	I_5	1	C00407	HMDB00172	CC[C@H](C)[C@H](N)C(O)=O
L-Leucine	PHGDH	D-3-phosphoglycerate dehydrogenase	PHGDH	O43175		-1.305522663	-0.284435848	-0.026383955	0.090725127	0.00445054	0.077199399	L-Leucine	L_2	1	C00123	HMDB00687	CC(C)C[C@H](N)C(O)=O
NADPH	IDH2	"Isocitrate dehydrogenase [NADP], mitochondrial"	IDH2	P48735		-2.697830059	-1.323158074	0.139759712	0.514950949	0.004498816	0.077916994	NADPH	CNC_192	4	C00005	HMDB00221	NC(=O)C1=CN(C=CC1)[C@H]1O[C@@H](COP(O)(=O)OP(O)(=O)OC[C@@H]2O[C@@H]([C@@H](OP(O)(O)=O)[C@H]2O)N2C=NC3=C(N)N=CN=C23)[C@H](O)[C@@H]1O
Butyryl coenzyme A	TPI	Triosephosphate isomerase	TPI1	P60174		-0.53151116	0.856899157	0.125910617	0.257379226	0.004509621	0.078037797	Butyryl-CoA	20C_41	2	C00136	HMDB01088	CCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
Phosphatidylcholine	GCK	Hexokinase-4	GCK	P35557		-0.653731702	-0.314056595	0.004467387	0.112213149	0.004531731	0.078327086	Phosphatidylcholine	AVL_3	3	C00157		O=C(OCC(OC(=O)CC)COP([O-])(=O)OCC[N+](C)(C)C)CC
Riboflavin	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		0.009612668	-0.513748444	0.00600111	0.183227806	0.004559236	0.078645359	Riboflavin	R_2	1	C00255	HMDB00244	CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
Octanoic acid	IDH3AG	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3G	P50213; P51553	AG	0.214777294	0.336268544	-0.018935331	0.125246992	0.004567855	0.078740611	Caprylic acid	Acid_4	4	C06423	HMDB00482	CCCCCCCC(O)=O
Nicotinamide	E3	"Dihydrolipoyl dehydrogenase, mitochondrial"	DLD	P09622	?	-1.641552902	-0.389853614	0.016042593	0.143261161	0.00460758	0.079260748	Niacinamide	N_1	1	C00153	HMDB01406	NC(=O)C1=CN=CC=C1
Phenethylamine	ALDOCconc	Fructose-bisphosphate aldolase C	ALDOC	P09972		0.080335476	0.38081057	-0.03095126	0.145495597	0.004653871	0.079962347	Phenylethylamine	Base_4	1	C05332	HMDB12275	NCCC1=CC=CC=C1
D-galactaric acid	IDH3AG	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3G	P50213; P51553	AG	-0.00224563	0.27602096	-0.028026833	0.107485796	0.004673379	0.080178952	Galactaric acid	CNC_145	3	C00879	HMDB00639	O[C@@H]([C@@H](O)[C@H](O)C(O)=O)[C@@H](O)C(O)=O
Guanosine 5-triphosphate	IDH3AB	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial"	IDH3A; IDH3B	P50213; O43837	AB	-3.53805898	-1.527513406	0.04080298	0.554853413	0.00470536	0.080679976	Guanosine triphosphate	CNC_50	4	C00044	HMDB01273	NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1
NADPH	E3	"Dihydrolipoyl dehydrogenase, mitochondrial"	DLD	P09622	?	-2.523756733	-1.31478416	0.139759712	0.514950949	0.004733582	0.080996543	NADPH	CNC_192	4	C00005	HMDB00221	NC(=O)C1=CN(C=CC1)[C@H]1O[C@@H](COP(O)(=O)OP(O)(=O)OC[C@@H]2O[C@@H]([C@@H](OP(O)(O)=O)[C@H]2O)N2C=NC3=C(N)N=CN=C23)[C@H](O)[C@@H]1O
Dulcitol	ALDOAconc	Fructose-bisphosphate aldolase A	ALDOA	P04075		0.064682462	0.365742833	0.029005234	0.119278359	0.004755817	0.081353041	Galactitol	D_2	1	C01697	HMDB00107	OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
"1,3-Diaminopropane"	ENO2	Gamma-enolase	ENO2	P09104		-0.753474498	-0.356148403	0.021032308	0.133730425	0.004795553	0.081839966	"1,3-Diaminopropane"	Base_3	1	C00986	HMDB00002	NCCCN
Guanine	ALDOCconc	Fructose-bisphosphate aldolase C	ALDOC	P09972		0.138880495	0.310098079	0.014706666	0.104776001	0.004813362	0.082016685	Guanine	G_18	2	C00242	HMDB00132	NC1=NC(=O)C2=C(N1)N=CN2
Taurine	E3	"Dihydrolipoyl dehydrogenase, mitochondrial"	DLD	P09622	?	-1.517603279	-0.275839233	0.004236942	0.099354288	0.00481789	0.082052439	Taurine	T_2	1	C00245	HMDB00251	NCCS(O)(=O)=O
Orotic acid	E2	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.799321675	-0.538109914	-0.04212437	0.175980704	0.004826234	0.082146373	Orotic acid	O_1	4	C00295	HMDB00226	OC(=O)C1=CC(=O)NC(=O)N1
5-Methoxytryptamine	IDH3AG	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3G	P50213; P51553	AG	-0.60523187	-0.410277484	0.035117014	0.158166955	0.004862916	0.082698039	5-Methoxytryptamine	M_7	1	C05659	HMDB04095	COC1=CC2=C(NC=C2CCN)C=C1
Hypoxanthine	E3	"Dihydrolipoyl dehydrogenase, mitochondrial"	DLD	P09622	?	-0.439836885	0.261536186	-0.009982313	0.096445891	0.004874055	0.082838974	Hypoxanthine	H_2	2	C00262	HMDB00157	OC1=NC=NC2=C1NC=N2
L-Cystathionine	IDH3AG	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3G	P50213; P51553	AG	0.018491447	0.223923349	-0.019931941	0.08661891	0.004873684	0.082838974	L-Cystathionine	CNC_190	3	C02291	HMDB00099	N[C@@H](CCSC[C@H](N)C(O)=O)C(O)=O
D-galactaric acid	IDH3AB	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial"	IDH3A; IDH3B	P50213; O43837	AB	-0.011470402	0.274495258	-0.028026833	0.107485796	0.004884849	0.082973867	Galactaric acid	CNC_145	3	C00879	HMDB00639	O[C@@H]([C@@H](O)[C@H](O)C(O)=O)[C@@H](O)C(O)=O
Deoxycytidine triphosphate	GAPDH	Glyceraldehyde-3-phosphate dehydrogenase	GAPDH	P04406		-2.357107042	0.649739961	0.058657069	0.210260731	0.004935861	0.083680884	dCTP	CNC_99	4	C00458	HMDB00998	NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1
Phenethylamine	FH	"Fumarate hydratase, mitochondrial"	FH	P07954		0.042394107	0.378057937	-0.03095126	0.145495597	0.004936556	0.083680884	Phenylethylamine	Base_4	1	C05332	HMDB12275	NCCC1=CC=CC=C1
4-Imidazoleacrylic acid	PGK1	Phosphoglycerate kinase 1	PGK1	P00558		-0.177121184	-0.237982166	0.030842168	0.095624298	0.004934858	0.083680884	Urocanic acid	I_6	1	C00785	HMDB00301	OC(=O)\C=C\C1=CNC=N1
Nicotinic acid	E1	"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial"	PDHA1	P08559	?	-1.796900778	-0.318249854	0.023238401	0.121595358	0.004978853	0.084127845	Nicotinic acid	N_2	1	C00253	HMDB01488	OC(=O)C1=CN=CC=C1
Xylitol	ACSS2A-c203	"Acetyl-coenzyme A synthetase, cytoplasmic"	ACSS2	Q9NR19		-0.28941297	0.273233603	0.000299837	0.09721651	0.004993021	0.084297839	D-Xylitol	X_2	2	C00379	HMDB02917	OC[C@H](O)C(O)[C@H](O)CO
Adenosine	PGK1	Phosphoglycerate kinase 1	PGK1	P00558		0.575072293	-0.31807425	0.257930381	0.205241299	0.005008676	0.084429158	Adenosine	4C_14	1	C00212	HMDB00050	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
6-Phosphogluconic acid	ALDOCconc	Fructose-bisphosphate aldolase C	ALDOC	P09972		-2.393430757	-1.626986516	0.077463331	0.607355573	0.005010687	0.084429158	6-Phosphogluconic acid	20C_61	4	 C00345	HMDB01316	O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O
"D-myo-Inositol-1,4,5-triphosphate"	E3	"Dihydrolipoyl dehydrogenase, mitochondrial"	DLD	P09622	?	-1.935648286	-0.758394896	0.051204005	0.288805428	0.005058768	0.084934659	"Inositol 1,4,5-trisphosphate"	Cay_7	4	C01245	HMDB01498	O[C@@H]1[C@H](O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H](O)[C@@H]1OP(O)(O)=O
L-Cystathionine	MDH2	"Malate dehydrogenase, mitochondrial"	MDH2	P40926		-0.188752021	0.222709756	-0.019931941	0.08661891	0.00509042	0.085318139	L-Cystathionine	CNC_190	3	C02291	HMDB00099	N[C@@H](CCSC[C@H](N)C(O)=O)C(O)=O
Uridine monophosphate	IDH1	Isocitrate dehydrogenase [NADP] cytoplasmic	IDH1	O75874		0.128389171	0.323620806	0.003821075	0.114188649	0.005100355	0.085410725	Uridine 5'-monophosphate	U_3	3	C00105	HMDB00288	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O
Inosine	IDH3A2BG	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-0.612749707	-0.316789736	0.01911512	0.120009109	0.005126198	0.085744633	Inosine	I_4	1	C00294	HMDB00195	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CNC2=O
L-Cystathionine	PGK1	Phosphoglycerate kinase 1	PGK1	P00558		-0.145772952	0.22242894	-0.019931941	0.08661891	0.005141796	0.085864004	L-Cystathionine	CNC_190	3	C02291	HMDB00099	N[C@@H](CCSC[C@H](N)C(O)=O)C(O)=O
Indole-3-pyruvic acid	ALDOAconc	Fructose-bisphosphate aldolase A	ALDOA	P04075		0.47457928	0.639983078	0.027381105	0.21905862	0.00516561	0.086155784	Indolepyruvate	20C_30	4	C00331	HMDB60484	OC(=O)C(=O)CC1=CNC2=CC=CC=C12
D-Ribose 1-phosphate	ALDOBconc	Fructose-bisphosphate aldolase B	ALDOB	P05062		-0.138170588	0.362973678	-0.043450939	0.145365711	0.005175913	0.086253335	Ribose 1-phosphate	20C_54	4	C00620	HMDB01489	OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H]1O
D-Ribose 5-phosphate	ALDOBconc	Fructose-bisphosphate aldolase B	ALDOB	P05062		-0.138170588	0.362973678	-0.043450939	0.145365711	0.005175913	0.086253335	D-Ribose 5-phosphate	20C_9	4	C00117	HMDB01548	OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
D-Xylulose 5-phosphate	ALDOBconc	Fructose-bisphosphate aldolase B	ALDOB	P05062		-0.138170588	0.362973678	-0.043450939	0.145365711	0.005175913	0.086253335	Xylulose 5-phosphate	20C_39	4	C00231	HMDB00868	OCC(=O)[C@@H](O)[C@H](O)COP(O)(O)=O
Indole-3-acetic acid	ALDOCconc	Fructose-bisphosphate aldolase C	ALDOC	P09972		0.107916928	0.408822921	0.037628835	0.132777066	0.005180043	0.086297407	Indoleacetic acid	4C_28	1	C00954	HMDB00197	OC(=O)CC1=CNC2=C1C=CC=C2
6-Phosphogluconic acid	ALDOAconc	Fructose-bisphosphate aldolase A	ALDOA	P04075		-2.592476683	-1.619229595	0.077463331	0.607355573	0.005212905	0.086745368	6-Phosphogluconic acid	20C_61	4	 C00345	HMDB01316	O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O
Malonyl coenzyme A	IDH3AB	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial"	IDH3A; IDH3B	P50213; O43837	AB	-0.538191857	0.661787266	0.069387638	0.212125818	0.00522733	0.086903051	Malonyl-CoA	CNC_74	2	C00083	HMDB01175	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)=O
Coenzyme A	IDH3AG	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3G	P50213; P51553	AG	-1.29701643	-2.088193633	0.171208462	0.809062326	0.005228338	0.086903051	Coenzyme A	CNC_97	4	C00010	HMDB01423	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCS
4-Imidazoleacetic acid	IDH3AG	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3G	P50213; P51553	AG	-1.299845123	-0.200750881	0.024197746	0.080563697	0.005235366	0.086990579	Imidazoleacetic acid	I_7	1	C02835	HMDB02024	OC(=O)CC1=CN=CN1
N-Formylanthranilic acid	GCK	Hexokinase-4	GCK	P35557		-0.204368655	-0.405226971	0.044612122	0.161138733	0.005244392	0.087069797	Formylanthranilic acid	20C_80	4	 C05653	HMDB04089	OC(=O)C1=CC=CC=C1NC=O
L-Cysteine	PGK1	Phosphoglycerate kinase 1	PGK1	P00558		-0.166727233	0.275032089	-0.041178254	0.113295053	0.005253996	0.087204316	L-Cysteine	C_3	3	C00097	HMDB00574	N[C@@H](CS)C(O)=O
D-Glutamine	IDH3AG	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3G	P50213; P51553	AG	-1.015840454	-0.212190617	-0.012957737	0.071394942	0.005261465	0.087253502	D-Glutamine	G_22	1	C00819	HMDB03423	N[C@H](CCC(N)=O)C(O)=O
DL-3-Ureidoisobutyric acid	IDH3AG	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3G	P50213; P51553	AG	-1.015840454	-0.212190617	-0.012957737	0.071394942	0.005261465	0.087253502	Ureidoisobutyric acid	CNC_202	1	C05100	HMDB02031	CC(CNC(N)=O)C(O)=O
L-Glutamine	IDH3AG	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3G	P50213; P51553	AG	-1.015840454	-0.212190617	-0.012957737	0.071394942	0.005261465	0.087253502	L-Glutamine	G_14	1	C00064	HMDB00641	N[C@@H](CCC(N)=O)C(O)=O
4-Hydroxyphenylpyruvic acid	PGK1	Phosphoglycerate kinase 1	PGK1	P00558		-0.050424139	0.207245905	-0.024070626	0.082903933	0.005267946	0.087311133	4-Hydroxyphenylpyruvic acid	H_9	3	C01179	HMDB00707	OC(=O)C(=O)CC1=CC=C(O)C=C1
5-Phospho-D-ribose 1-diphosphate	GCK	Hexokinase-4	GCK	P35557		-0.526093738	0.889404178	0.140641604	0.268547514	0.005300279	0.087671927	Phosphoribosyl pyrophosphate	20C_49	4	C00119	HMDB00280	O[C@H]1[C@@H](O)[C@@H](OP(O)(=O)OP(O)(O)=O)O[C@@H]1COP(O)(O)=O
N-methyl-4-pyridone-3-carboxamide	ALDOCconc	Fructose-bisphosphate aldolase C	ALDOC	P09972		-0.163889744	0.238316946	-0.004791134	0.087191671	0.005300132	0.087671927	N1-Methyl-4-pyridone-3-carboxamide	CNC_108	1	C05843	HMDB04194	CN1C=CC(=O)C(=C1)C(N)=O
Betaine aldehyde hydrate	E1	"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial"	PDHA1	P08559	?	-2.26357516	-0.499517913	-0.027158055	0.169591593	0.005348173	0.088338368	Betaine aldehyde	4C_42_R_hydrate	1	C07345		C[N+](C)(C)CC(O)O
2-Deoxyribose-5-phosphate	ALDOBconc	Fructose-bisphosphate aldolase B	ALDOB	P05062		0.005821796	0.576429742	-0.023766695	0.215500742	0.005350714	0.088355227	Deoxyribose 5-phosphate	20C_44	4	C00673	HMDB01031	O[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1
Porphobilinogen	PGK1	Phosphoglycerate kinase 1	PGK1	P00558		-0.175486412	0.215404478	-0.016578517	0.083302096	0.005355417	0.088382637	Porphobilinogen	CNC_184	3	C00931	HMDB00245	NCC1=C(CC(O)=O)C(CCC(O)=O)=CN1
Inosine 5-monophosphate	GCK	Hexokinase-4	GCK	P35557		-0.244426418	0.439693761	0.016457097	0.151986244	0.005357665	0.08839462	Inosinic acid	I_3	2	C00130	HMDB00175	O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CNC2=O
